Date,Temperature (¡æ),Humidity (%),Rainfall (mm),Wind Speed (km/h),Soil Type,Soil Moisture (%)
2012/5/23,34.14,77.77,3.22,14.26,Loam,30.69
2012/5/24,15.19,85.85,3.01,13.92,Loam,27.94
2012/5/25,23.05,59.73,18.07,19.68,Loam,31.96
2012/5/26,22.07,54.47,9.65,7.45,Sandy,30.68
2012/5/27,27.41,85.65,16.1,12.03,Sandy,41.67
2012/5/28,19.95,36.64,11.56,19.03,Sandy,36.74
2012/5/29,20.89,82.3,16.21,16.64,Clay,27.87
2012/5/30,29.05,83.91,18.57,5.7,Sandy,28.76
2012/5/31,21.28,89.27,10.37,4.14,Loam,39.55
2012/6/1,28.17,46.21,12.66,6.94,Clay,40.19
2012/6/2,28.27,76.07,2.92,19.07,Sandy,27.06
2012/6/3,28.06,62.86,13.08,5.51,Clay,38.85
2012/6/4,20.02,31.07,13.39,4.51,Loam,29.44
2012/6/5,20.29,83.69,0.8,8.38,Sandy,42.87
2012/6/6,29.74,51.31,12.66,9.07,Clay,33.55
2012/6/7,34.48,52.53,0.65,5.31,Loam,43.53
2012/6/8,23.59,33,12.72,8.31,Clay,37.88
2012/6/9,27.94,76.46,17.45,19.7,Clay,35.36
2012/6/10,26.18,64.53,19.91,6.86,Clay,42.67
2012/6/11,15.15,73.86,19.82,9.01,Clay,39.12
2012/6/12,20.74,73.31,1.74,13.72,Clay,37.62
2012/6/13,17.63,70.9,13.91,19.36,Loam,39.27
2012/6/14,15.68,88.92,11.6,13.94,Sandy,28.64
2012/6/15,23.87,57.09,18.52,10.5,Loam,29.67
2012/6/16,20.71,33.78,8.1,16.47,Sandy,27.33
2012/6/17,19.16,77.05,11.13,13.67,Loam,31.53
2012/6/18,28.46,61.2,1.83,14.45,Sandy,28.93
2012/6/19,26.38,73.02,11.76,11.26,Sandy,43.9
2012/6/20,18.62,54.06,13.81,15.09,Sandy,29.88
2012/6/21,29.13,33.77,13.64,10.32,Loam,27.24
2012/6/22,24.96,54.36,0.65,10.18,Clay,35.23
2012/6/23,27.28,64.56,8.86,12.64,Sandy,43.46
2012/6/24,34.53,61.18,14.86,14.17,Loam,38.2
2012/6/25,25.41,88.88,2.74,6.04,Sandy,35.4
2012/6/26,27.03,41.8,8.81,3.97,Sandy,39.01
2012/6/27,19.38,89.28,17,3.87,Sandy,35.65
2012/6/28,18.37,47.65,5.97,14.52,Clay,32.78
2012/6/29,28.79,49.34,19.9,18.48,Sandy,37.72
2012/6/30,23.46,86.69,5.95,15.94,Loam,34.35
2012/7/1,27.38,87,8.26,19.74,Clay,40.86
2012/7/2,27.44,68.98,14.46,10.76,Loam,44.16
2012/7/3,29.37,69.65,1.92,4.82,Clay,38.3
2012/7/4,34.86,40.33,16.04,14.98,Sandy,41.89
2012/7/5,28.34,86.51,18.32,4.09,Clay,26.52
2012/7/6,16.43,82.78,6.92,11.33,Loam,44.3
2012/7/7,28.78,34.68,8.52,11.22,Sandy,29.87
2012/7/8,25.84,49.66,9.82,14.15,Sandy,28.99
2012/7/9,22.6,32.89,12.77,13.25,Clay,38.93
2012/7/10,15.08,82.7,12.37,6.02,Clay,43.7
2012/7/11,19.39,35.19,8.37,3.61,Clay,37.74
2012/7/12,32.43,53.82,16.37,18.22,Clay,38.89
2012/7/13,18.88,46,15.74,12.67,Clay,37.03
2012/7/14,34.38,37.43,9.83,3.54,Loam,38.75
2012/7/15,23.74,61.41,17.49,11.09,Sandy,41.31
2012/7/16,18.25,63.09,19.66,5.21,Loam,32.7
2012/7/17,29.49,38.83,5.95,15.76,Loam,25.59
2012/7/18,31.8,30.57,18.9,17.11,Sandy,42.35
2012/7/19,20.56,36.47,6.5,18.92,Sandy,39.59
2012/7/20,23.51,40.78,2.64,3.13,Clay,37.94
2012/7/21,22.61,74.82,14.74,6.45,Loam,35.65
2012/7/22,15.11,35.5,1.49,10.93,Loam,42.89
2012/7/23,21.73,56.61,10.44,14.63,Loam,41.24
2012/7/24,22.48,46.73,18.74,7.03,Loam,38.72
2012/7/25,16.54,89.48,11.31,16.4,Clay,25.51
2012/7/26,16.85,35.63,13.75,10.85,Loam,42.85
2012/7/27,20.77,31.44,6.45,3.04,Clay,36.06
2012/7/28,17.56,64.62,18.59,7.81,Sandy,39.67
2012/7/29,32.75,44.7,9.96,9.26,Sandy,41.32
2012/7/30,22.8,40.38,13.72,8.53,Sandy,25.49
2012/7/31,25.31,30.58,6.13,14.96,Loam,42.85
2012/8/1,20.18,75.56,3.07,11.67,Clay,28.8
2012/8/2,28.81,67.82,6.48,19.91,Loam,28.2
2012/8/3,24.72,39.91,9.07,10.27,Clay,37.87
2012/8/4,30.45,33.32,6.02,5.9,Sandy,25.57
2012/8/5,30.26,65.32,11.05,15.97,Clay,28.53
2012/8/6,20.12,62.42,13.45,17.43,Sandy,37.35
2012/8/7,29.47,33.51,4.8,11.21,Sandy,28.55
2012/8/8,18.64,77.07,13.15,4.24,Loam,37.74
2012/8/9,22.96,32.69,7.26,10.84,Clay,29.51
2012/8/10,22.92,72.1,18.87,5.57,Sandy,39.86
2012/8/11,23.99,41.17,16.43,11.85,Sandy,26.12
2012/8/12,26.39,55.54,13.16,4.67,Clay,33.67
2012/8/13,19.77,30.68,7.79,15.73,Sandy,27.8
2012/8/14,34.45,38.38,5.78,13.59,Sandy,41.69
2012/8/15,30.21,81.66,2.96,4.5,Sandy,40.62
2012/8/16,29.83,33.11,18.93,7.07,Loam,35.94
2012/8/17,26.82,77.15,3.67,4.85,Sandy,28.79
2012/8/18,25.15,37.18,10.54,11.06,Clay,44.12
2012/8/19,15.61,79.27,2.61,6.06,Clay,43.66
2012/8/20,28.62,84.68,17.42,19.89,Clay,33.76
2012/8/21,22.93,49.74,2.45,15.56,Loam,25.91
2012/8/22,34.97,39.51,2.13,5.36,Loam,27.89
2012/8/23,33.23,65.78,0,16.85,Clay,31.6
2012/8/24,23.78,54.56,13.95,13.47,Sandy,41.6
2012/8/25,25.09,36.19,9.7,18.99,Loam,39.6
2012/8/26,27.63,51.95,3.43,18.47,Clay,33.19
2012/8/27,18.29,49.8,13.52,4.29,Loam,28.46
2012/8/28,27.48,49.28,0.99,14.11,Sandy,39.34
2012/8/29,32.53,52.74,17.75,11.62,Loam,29.18
2012/8/30,22.4,62.36,6.33,7.17,Clay,40.91
2012/8/31,28.83,89.54,2.82,9.56,Clay,27.36
2012/9/1,32.04,83.4,8.15,11.16,Sandy,41.34
2012/9/2,34.49,58.74,3.46,3.74,Sandy,44.76
2012/9/3,30.2,53.51,18.96,8.62,Sandy,37.2
2012/9/4,19,88.27,18.48,7.09,Sandy,40.14
2012/9/5,25.79,72.81,12.12,16.11,Sandy,40.51
2012/9/6,34.54,53.06,9.53,5.73,Sandy,26.5
2012/9/7,24.24,66.51,15.67,4.85,Loam,41.85
2012/9/8,25.48,61.96,5.86,18.53,Sandy,41.46
2012/9/9,32.59,36.38,2,5.71,Loam,32.56
2012/9/10,25.57,75.47,6.17,19.68,Sandy,44.58
2012/9/11,30.73,83.42,17.98,4.5,Sandy,33.02
2012/9/12,30.02,58.88,11.43,9.11,Sandy,35.9
2012/9/13,32,59.95,18.67,10.16,Clay,38.89
2012/9/14,23.62,62.95,9.09,15.01,Clay,29.14
2012/9/15,29.29,87.84,7.45,6.4,Loam,32.71
2012/9/16,30.9,69.59,12.14,3.14,Sandy,38.35
2012/9/17,30.14,47.2,14.42,15.16,Loam,31.01
2012/9/18,31.73,82.86,14.91,10.14,Sandy,36.57
2012/9/19,31.91,55.63,12.38,19.83,Loam,31.84
2012/9/20,25.5,79.57,0.01,9.48,Clay,28.15
2012/9/21,29.54,85.81,0.72,7.9,Clay,42.48
2012/9/22,21.48,62.55,2.76,17.29,Loam,27.77
2012/9/23,17.19,30.09,14.63,10.44,Loam,38
2012/9/24,32.34,35.58,12.22,17.37,Loam,32.26
2012/9/25,34.95,86.66,16.86,13.85,Sandy,29.22
2012/9/26,28.61,51.24,18.89,15.25,Sandy,42.34
2012/9/27,26.9,84.98,0.86,11.61,Sandy,30.33
2012/9/28,16.75,77.53,2.68,18.54,Sandy,27.09
2012/9/29,18.97,38.52,2.28,15.21,Loam,26.96
2012/9/30,22.57,45.27,8.23,12.39,Loam,31.09
2012/10/1,34.57,71.7,19.85,4.29,Clay,36.31
2012/10/2,16.36,45.54,5.67,7.51,Loam,44.04
2012/10/3,28.72,79.24,9.39,19.52,Clay,38.14
2012/10/4,32.72,89.57,17.7,9.73,Loam,33.78
2012/10/5,17.77,89.76,12.46,13.37,Sandy,27.99
2012/10/6,33.14,86.16,5.78,12.23,Sandy,43.27
2012/10/7,30.42,69.33,15.72,17.85,Sandy,27.72
2012/10/8,20.56,66.72,10.3,16.66,Clay,33.44
2012/10/9,31.5,42.33,13.95,17.18,Loam,26.21
2012/10/10,32.73,65.05,8.15,14.84,Loam,38.43
2012/10/11,18.97,30.07,9.8,11.77,Clay,28.02
2012/10/12,32.64,41.38,1.69,16.07,Sandy,40.08
2012/10/13,30.32,39.15,13.08,7.43,Clay,32.63
2012/10/14,22.97,86.06,14.68,16.27,Clay,30.81
2012/10/15,27.58,80.49,16.71,8.88,Sandy,29.22
2012/10/16,29.2,63.64,0.97,14.79,Loam,28.94
2012/10/17,28.8,45.65,3.38,18.99,Sandy,28.27
2012/10/18,27.15,54.57,18.13,3.03,Sandy,29.42
2012/10/19,26.92,49.04,3.95,14.24,Clay,40.69
2012/10/20,34.9,68.05,0.72,9.68,Clay,39.69
2012/10/21,18.2,30.25,4.32,16.72,Loam,25.66
2012/10/22,33.02,50.66,7.2,17.69,Loam,31.42
2012/10/23,21.47,75.24,12.6,4.4,Sandy,34.49
2012/10/24,34.16,62.74,15.42,4.94,Sandy,43.27
2012/10/25,23.04,41.16,5.99,17.4,Sandy,35.91
2012/10/26,21.92,46.2,12.86,13.54,Sandy,28.19
2012/10/27,19.33,71.47,9.69,8.77,Sandy,33.86
2012/10/28,34.09,36.77,15,10.24,Clay,33.95
2012/10/29,26.97,30.65,12.11,13.73,Loam,31.61
2012/10/30,22.3,54.75,4.35,3.86,Loam,43.13
2012/10/31,29.83,66.96,18.7,3.02,Clay,26.76
2012/11/1,26.16,51.93,0.67,15.79,Loam,42.96
2012/11/2,25.68,34.54,17.26,7.33,Clay,37.1
2012/11/3,21.13,68.07,12.46,8.2,Clay,40.37
2012/11/4,18.26,85.18,8.27,16.12,Sandy,42.19
2012/11/5,33.39,88.09,18.78,18.84,Clay,32.32
2012/11/6,32.7,35.24,9.59,5.22,Clay,38.63
2012/11/7,28.74,53.78,2.01,17.4,Clay,41.73
2012/11/8,24.13,32.83,13.49,6.03,Loam,43.68
2012/11/9,23.82,84.19,2.91,3.94,Sandy,39.63
2012/11/10,30.95,57.6,7.87,14.09,Clay,27.88
2012/11/11,34.63,89.77,14.26,19.24,Sandy,28.86
2012/11/12,15.29,74.17,11.38,9.67,Sandy,40.92
2012/11/13,28.95,62.39,19.56,12.71,Clay,39.55
2012/11/14,31.7,43.52,2.34,16.55,Clay,27.87
2012/11/15,26.48,68.85,10.89,5.09,Sandy,26.37
2012/11/16,33.86,87.53,3.42,8.13,Sandy,29.57
2012/11/17,24.77,30.72,6.21,10.34,Clay,41.43
2012/11/18,24.17,53.87,4.24,5.64,Loam,25.6
2012/11/19,29.6,76.88,7.56,8.11,Loam,30.83
2012/11/20,17.37,37.62,18,12.06,Sandy,40.51
2012/11/21,31.02,87.87,17.72,7.79,Clay,26.67
2012/11/22,19.36,40.64,19.99,14.13,Loam,37.31
2012/11/23,28.18,33.23,1.56,14.94,Clay,34.75
2012/11/24,19.87,67.74,10.22,6.05,Loam,34.96
2012/11/25,16.81,51.24,19.24,14.72,Loam,32.94
2012/11/26,23.58,89.98,16.68,18.64,Clay,38.1
2012/11/27,23.19,75.52,12.94,12.78,Sandy,32.03
2012/11/28,26.19,54.99,1.96,7.14,Sandy,26.15
2012/11/29,33.19,40.35,7.77,9.52,Loam,44.71
2012/11/30,21.42,36.7,8.57,5.72,Sandy,43.75
2012/12/1,33.93,88.31,6.31,12.69,Clay,36.76
2012/12/2,22.73,77.06,3.95,16.52,Sandy,27.69
2012/12/3,20.5,63.51,7.23,10.62,Loam,37.93
2012/12/4,34.91,62.32,14.93,18.92,Sandy,25.74
2012/12/5,23.7,64.37,18.69,8.52,Sandy,27.73
2012/12/6,32.36,39.66,17.62,18.01,Clay,28.94
2012/12/7,15.32,42.62,18.52,11.87,Loam,33.96
2012/12/8,17.89,70.68,9.93,3.91,Loam,34.34
2012/12/9,32.65,32.12,13.38,11.79,Loam,36.05
2012/12/10,28.53,76.78,15.38,17.38,Sandy,34.38
2012/12/11,29.88,59.78,19.38,18.88,Sandy,30.39
2012/12/12,22.96,60.71,9.11,14.92,Sandy,40.97
2012/12/13,33.7,40.89,10.74,4.52,Loam,27.09
2012/12/14,32.1,70.61,2.62,5.79,Sandy,35.69
2012/12/15,21.28,33.91,2.95,18.42,Clay,43.94
2012/12/16,18.24,40.39,17.97,10.86,Clay,39.95
2012/12/17,18.69,68.76,15.45,7.42,Loam,29.46
2012/12/18,17.65,62.93,15.64,9,Clay,33.74
2012/12/19,28.61,63.25,1.45,13.75,Clay,25.18
2012/12/20,33.06,61.22,14.55,10.01,Clay,33.33
2012/12/21,25.56,73.87,17.4,11.53,Clay,39.69
2012/12/22,32.52,61.85,8.98,7.8,Sandy,30.65
2012/12/23,34.86,53.8,0.25,11.94,Clay,26.06
2012/12/24,29.14,84.61,16.94,11.35,Sandy,27.36
2012/12/25,33.11,70.26,5.88,9.34,Loam,27.99
2012/12/26,15.78,64.98,5.69,10.09,Clay,32.31
2012/12/27,17.24,79.05,2.87,7.17,Clay,25.18
2012/12/28,20.62,44.06,12.3,3.12,Loam,30.18
2012/12/29,32.41,63.42,13.89,13.51,Loam,37.57
2012/12/30,25.16,37.25,3.04,8.93,Clay,26.99
2012/12/31,30.83,87.86,6.08,13.19,Clay,41.46
2013/1/1,18.54,43.36,2.13,7.26,Loam,44.6
2013/1/2,20.62,83.4,7.69,8.21,Loam,43.63
2013/1/3,25.3,56.73,13.71,6.9,Sandy,33.68
2013/1/4,17.25,63.53,19.2,9.17,Loam,43.57
2013/1/5,23.67,87.26,6.32,4.93,Sandy,25.93
2013/1/6,15.58,76.59,9.14,3.01,Clay,36.7
2013/1/7,21.55,82.64,7.8,19.18,Sandy,40.17
2013/1/8,28.56,78.56,0.75,14.21,Sandy,32.8
2013/1/9,15.21,88.79,16.25,11.52,Clay,28.56
2013/1/10,27.45,84.48,17.22,17.37,Sandy,37.47
2013/1/11,15.05,64.48,1.33,17.08,Clay,43.17
2013/1/12,27.98,39.41,2.92,11.06,Loam,31.71
2013/1/13,26.28,74.95,9.32,5.05,Sandy,25.3
2013/1/14,25.46,76.45,11.18,19.86,Loam,30.58
2013/1/15,18.06,88.62,0.06,3.41,Loam,27.56
2013/1/16,32.53,61.89,10.1,16.66,Loam,40.72
2013/1/17,24.07,58.49,10.56,10.12,Loam,26.8
2013/1/18,19.28,56.74,18.07,7.18,Sandy,31.92
2013/1/19,21.71,79.78,15.21,18.45,Sandy,32.49
2013/1/20,32.67,79.61,2.55,14.45,Sandy,42.6
2013/1/21,20.25,48.03,4.22,5.18,Clay,34.08
2013/1/22,20.22,55.5,17.21,4.24,Clay,39.21
2013/1/23,22.74,32.36,4.82,3.87,Loam,29.5
2013/1/24,20.3,86.86,16.31,14.24,Loam,44.31
2013/1/25,26.12,88.08,13.23,19.43,Sandy,31.74
2013/1/26,18.8,54.62,17.98,12.47,Sandy,25.23
2013/1/27,20.47,84.8,17.26,18.94,Loam,31.06
2013/1/28,27.45,39.68,1.76,13.16,Clay,42.27
2013/1/29,16.38,77.74,16.3,14.31,Sandy,32.35
2013/1/30,27.28,64.6,19.17,8.99,Loam,35.41
2013/1/31,23.13,66.56,7.05,12.56,Loam,39.63
2013/2/1,24.68,82.86,4.5,18.52,Loam,41.35
2013/2/2,23.41,61.05,10.67,12.17,Clay,36.36
2013/2/3,30.58,50.27,8.42,6.26,Sandy,29.98
2013/2/4,18.71,39.53,17.47,6.07,Clay,30.09
2013/2/5,18.17,35.29,15.72,6.73,Loam,39.84
2013/2/6,31.69,88.94,0.45,12.54,Sandy,33.81
2013/2/7,16.3,69.23,4.04,13.76,Loam,26.51
2013/2/8,33.56,59.08,17.13,9.72,Sandy,37.84
2013/2/9,29.79,48.17,17.68,7.02,Clay,31.51
2013/2/10,24.2,61.56,8.97,12.95,Sandy,26.6
2013/2/11,15.27,49.42,13.72,9.05,Clay,42.52
2013/2/12,23.54,64.78,17.29,7.08,Loam,42.87
2013/2/13,21.04,56.96,3.51,18.65,Clay,39.28
2013/2/14,26.86,81.59,10.68,6.22,Clay,44.64
2013/2/15,15.15,50.81,11.46,6.98,Clay,36.96
2013/2/16,32.01,86.84,3.71,8.33,Sandy,27
2013/2/17,30.49,43.13,8.99,19.99,Loam,30.88
2013/2/18,17.07,70.44,10.9,12.81,Sandy,39.84
2013/2/19,22.69,54.98,19.01,4.37,Sandy,39.8
2013/2/20,20.52,36.74,13.12,3.18,Loam,30.77
2013/2/21,26.86,71.98,13.3,10.88,Sandy,29.95
2013/2/22,28.22,72.01,15.2,19.32,Clay,42.39
2013/2/23,17.21,79.81,14.34,9.1,Sandy,35.92
2013/2/24,18.08,39.68,1.37,14.85,Loam,27.87
2013/2/25,24.54,76.75,19.14,17.73,Loam,27.37
2013/2/26,27.82,69.97,13.11,5.52,Loam,35.92
2013/2/27,26.38,66.78,3.14,8.65,Clay,43.21
2013/2/28,17.43,82.01,10.35,5.82,Clay,36.27
2013/3/1,18.82,47.23,0.09,10.96,Clay,25.53
2013/3/2,30.7,36.25,18.28,5.2,Loam,26.78
2013/3/3,34.06,84.53,7.03,15.48,Clay,27.71
2013/3/4,34.88,40.38,7.09,5.58,Sandy,34.74
2013/3/5,31.78,73.98,2.93,10.47,Sandy,35.34
2013/3/6,24.44,50.07,2.5,14.61,Clay,42.9
2013/3/7,26.46,48.19,8.46,14.3,Sandy,29.83
2013/3/8,28.57,79.24,19.43,5.86,Loam,41.96
2013/3/9,31.6,64.32,19.97,5.83,Clay,34.44
2013/3/10,28.5,42.51,12.52,19.48,Loam,35.71
2013/3/11,21.98,59.48,10.34,4.76,Clay,29.57
2013/3/12,29.12,83.32,15.64,16.34,Sandy,37.91
2013/3/13,25.99,88.63,7.77,18.9,Loam,32.26
2013/3/14,15.97,77.53,6.15,13.79,Clay,42.51
2013/3/15,34.65,84.71,7.22,14.92,Loam,34.35
2013/3/16,31.87,76.14,5.69,17.72,Loam,40.42
2013/3/17,24.56,77.24,0.52,7.23,Sandy,25.97
2013/3/18,30.85,49.97,13.87,14.83,Clay,34.39
2013/3/19,21.7,45.98,18.07,15.27,Loam,39.24
2013/3/20,29.24,75.67,0.01,5.93,Sandy,28.57
2013/3/21,32.75,61.52,5.85,18.74,Clay,30.4
2013/3/22,34.19,47.45,4.46,5.74,Loam,33.5
2013/3/23,30.87,55.32,5.85,15.44,Loam,30.14
2013/3/24,22.43,38.45,10.69,8.9,Loam,39.74
2013/3/25,18.43,84.2,3.75,15.21,Loam,31.83
2013/3/26,16.6,46.64,3.58,14.78,Loam,27.7
2013/3/27,27.31,57.48,1.14,17.57,Clay,31.82
2013/3/28,27.28,65.93,2.19,19.21,Loam,29.38
2013/3/29,23.25,75.05,12.23,15.28,Sandy,29.06
2013/3/30,31.89,30.35,9.97,16.13,Sandy,38.67
2013/3/31,17.16,41.02,16.47,4.69,Clay,33.71
2013/4/1,26.2,70.12,9.07,9.84,Sandy,38.18
2013/4/2,25,37.58,19.89,16.15,Clay,43.83
2013/4/3,17.68,30.27,3.15,6.63,Clay,28.02
2013/4/4,30.09,64.07,3.66,4.31,Sandy,37.84
2013/4/5,16.41,75.72,14.24,19.28,Clay,36.59
2013/4/6,33.89,45.71,4.39,14.18,Loam,25.31
2013/4/7,34.59,35.8,1.73,19.84,Clay,36.33
2013/4/8,24.43,81.82,18.8,18.23,Sandy,37.68
2013/4/9,15.88,49.56,17.26,9.66,Clay,32.55
2013/4/10,24.49,54.63,17.9,14.85,Clay,41.41
2013/4/11,23.13,56.65,18.92,19.55,Loam,39.16
2013/4/12,23.32,70.02,14.44,16.23,Clay,40.93
2013/4/13,22.5,34.84,3.23,18.45,Loam,41.4
2013/4/14,28.19,58.46,14.67,12.58,Clay,27.52
2013/4/15,26.04,37.52,10.5,18.97,Sandy,40.63
2013/4/16,34.17,34.84,17.73,16.77,Loam,37.26
2013/4/17,22.44,44.8,19.92,15.59,Loam,35.98
2013/4/18,32.28,42.71,15.25,5.66,Loam,36.06
2013/4/19,27.48,37.98,6.69,13.82,Clay,26.97
2013/4/20,27.44,46.9,2.22,14.26,Loam,43.72
2013/4/21,22.27,38.24,3.91,16.35,Sandy,27.82
2013/4/22,25.2,56.08,5.6,14.48,Sandy,33.08
2013/4/23,19.79,63.28,10.06,7.72,Sandy,44.34
2013/4/24,22.48,82.12,18.09,19.22,Loam,32.49
2013/4/25,23.53,50.23,19.2,12.94,Sandy,26.36
2013/4/26,19.69,62.78,2.99,17.83,Loam,42.95
2013/4/27,31.38,41.39,6.32,3.81,Sandy,26.82
2013/4/28,33.44,35.78,5.13,7.17,Loam,27.23
2013/4/29,20.42,33.35,14.01,14.88,Clay,31.91
2013/4/30,30.89,87.51,16.97,15.54,Clay,41.9
2013/5/1,31.35,52.69,5.36,3.1,Clay,26.9
2013/5/2,29.08,51.15,5.96,3.55,Clay,34.67
2013/5/3,31.42,68.85,12.73,17.48,Sandy,42.75
2013/5/4,29.49,53.12,16.17,9.88,Loam,42.94
2013/5/5,22.95,70.98,0.93,4.57,Loam,44.6
2013/5/6,24.95,63.12,16.36,16.71,Sandy,25.38
2013/5/7,25.48,40.9,0.73,12.03,Loam,44.65
2013/5/8,25.35,49.32,8.48,3.76,Sandy,27.01
2013/5/9,17.12,59.85,3.97,17.97,Loam,25.35
2013/5/10,24.79,59.6,1.63,11.14,Clay,35.19
2013/5/11,22.63,89.02,2.23,13.91,Loam,29
2013/5/12,19.85,44,14.69,5.83,Loam,42.65
2013/5/13,22.91,61.65,12.2,6.75,Sandy,31.22
2013/5/14,32.9,87.55,1.96,11.46,Loam,27.34
2013/5/15,18.88,63.89,11.87,6.16,Loam,32.58
2013/5/16,32.52,80.22,4.75,7.03,Loam,37.85
2013/5/17,34.26,80.96,12.53,5.44,Loam,26.6
2013/5/18,18.42,62.52,14.56,16.96,Clay,43.42
2013/5/19,18.76,73.71,3.98,15.95,Clay,27.6
2013/5/20,30.59,84.92,3.09,13.92,Sandy,27.57
2013/5/21,19.55,67.84,2.1,3.15,Sandy,34.95
2013/5/22,15.76,42.94,6.26,12.46,Loam,25.4
2013/5/23,28.76,53.47,19.5,6.06,Clay,37.87
2013/5/24,15.01,53.05,16.3,10,Sandy,44.5
2013/5/25,28.84,66.53,18.84,11.8,Loam,44.06
2013/5/26,32.86,79.72,3.07,16.75,Clay,36.72
2013/5/27,29.77,77.27,7.94,9.58,Clay,37.02
2013/5/28,28.14,34.79,8.04,10.91,Clay,30.39
2013/5/29,31.48,56.93,14.17,14.1,Clay,37.32
2013/5/30,34.45,51.67,12.35,12.8,Sandy,43.76
2013/5/31,19.4,46.77,2.1,16.55,Sandy,33.62
2013/6/1,26.65,34.5,12.24,13.01,Loam,25.11
2013/6/2,18.26,69.34,6.73,18.28,Sandy,25.58
2013/6/3,26.05,43.06,2.14,13.57,Clay,30.83
2013/6/4,15.81,79.74,10.9,16.83,Clay,40.6
2013/6/5,26.95,88.53,15.58,19.28,Sandy,42.19
2013/6/6,33.43,82.19,13.28,9.19,Sandy,32.83
2013/6/7,21.99,44.51,12.09,17.05,Clay,33.37
2013/6/8,22.09,47.59,8.01,14.69,Loam,42.25
2013/6/9,34.19,59.22,8.28,14.2,Sandy,27.64
2013/6/10,30.2,54.44,3.54,3.89,Clay,30.38
2013/6/11,34.37,53.43,1.85,8.49,Loam,36.07
2013/6/12,28.68,35.34,9.55,13.47,Sandy,42.42
2013/6/13,19.88,49.75,7.42,18.02,Clay,39.29
2013/6/14,25.88,30.54,4.12,5.6,Loam,41.29
2013/6/15,22.73,60.91,9.25,19.96,Loam,35.68
2013/6/16,17.36,32.33,1.2,13.04,Clay,26.81
2013/6/17,30.19,36.02,8.23,19.42,Sandy,39.18
2013/6/18,15.86,77.42,3.55,3.26,Loam,27.87
2013/6/19,20.23,39.62,1.87,13.79,Loam,32.31
2013/6/20,31.59,32.39,7.46,19.41,Clay,31.74
2013/6/21,26.19,56.32,19.73,18.18,Sandy,43.99
2013/6/22,27.37,38.74,9.34,6.34,Clay,38.43
2013/6/23,15.16,30.14,7.99,8.23,Loam,28.8
2013/6/24,21.31,72.26,16.17,8.66,Clay,31.98
2013/6/25,16.58,33.54,18.07,8.26,Clay,32.47
2013/6/26,32.71,52.88,12.8,18.13,Clay,43.54
2013/6/27,25.07,50.75,5.34,11.42,Loam,25.78
2013/6/28,20.98,37.62,7.43,3.16,Clay,25.54
2013/6/29,21.62,30.17,8.55,5.16,Loam,28.21
2013/6/30,28.67,69.08,12.07,12.68,Clay,28.32
2013/7/1,32.58,87.62,14.02,16.04,Loam,38.24
2013/7/2,31.44,79.88,8.69,16.48,Sandy,34.31
2013/7/3,23.85,88.93,7.35,7.1,Loam,26.82
2013/7/4,34.74,42.95,7.49,18.5,Clay,38.13
2013/7/5,29.51,53.95,14.32,8.26,Clay,28.29
2013/7/6,28.95,50.29,15.95,12.22,Loam,26.68
2013/7/7,15.93,52.86,16.76,17.59,Loam,44.25
2013/7/8,16.09,41.54,6.23,12.03,Loam,31.87
2013/7/9,16.33,40.51,0.84,19.06,Sandy,26.81
2013/7/10,33.95,45.63,1.01,5.34,Clay,31.78
2013/7/11,24.59,78.29,6.75,8.16,Clay,35.09
2013/7/12,30.42,59.07,5.78,13.25,Loam,40.69
2013/7/13,27.01,86.97,4.08,16.46,Clay,27.49
2013/7/14,33.98,76.44,7.76,6.73,Clay,36.69
2013/7/15,26.84,72.1,2.52,6.01,Loam,42.44
2013/7/16,26.48,79.46,3.47,10.74,Sandy,37.13
2013/7/17,27.82,41.17,3.42,4.63,Sandy,27.83
2013/7/18,27.79,61.46,14.19,18.47,Clay,33.19
2013/7/19,26.88,51.23,11.55,7.02,Loam,43.41
2013/7/20,31.31,59.89,8.07,5.9,Loam,40.45
2013/7/21,33.21,73.44,3.23,19.85,Sandy,29.89
2013/7/22,33.67,54.65,0.92,15.86,Loam,40.67
2013/7/23,25.54,88.71,11.99,16.71,Sandy,29.61
2013/7/24,24.87,70.73,14.19,13.69,Sandy,27.02
2013/7/25,27.58,89.93,18.04,14.62,Sandy,33.74
2013/7/26,22.06,32.64,18.17,16.3,Clay,44.17
2013/7/27,16.97,78.35,15.53,15.05,Loam,41.27
2013/7/28,19.64,45.72,0.32,9.85,Sandy,33.42
2013/7/29,28.58,73.55,9.6,15.7,Loam,43.72
2013/7/30,31.74,70.57,11.89,8.18,Loam,30.59
2013/7/31,16.39,86.51,14.75,10.6,Sandy,26.88
2013/8/1,29.96,36.77,10.15,6.57,Sandy,27.21
2013/8/2,18.85,49.38,18.42,19.65,Loam,40.23
2013/8/3,17.09,78.16,5.53,3.3,Loam,28.21
2013/8/4,29.5,57.95,9.4,5.02,Loam,40.02
2013/8/5,25.51,52.7,18.01,5.47,Sandy,30.53
2013/8/6,30,72.78,2.55,8.56,Sandy,26.15
2013/8/7,33.97,82.56,16.45,16.22,Clay,32.81
2013/8/8,28.82,80.75,18.43,16.51,Clay,26.9
2013/8/9,31.76,48.79,0.37,6.65,Clay,25.36
2013/8/10,26.4,67.85,6.07,4.29,Clay,31.06
2013/8/11,24.87,51.36,7.16,11.85,Sandy,26.26
